Country,League,Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Robotica,RoboLeague Pro,2017/2018,2021-12-21,Cyber Warriors,Cyber Innovators,3,1,HomeWin
Robotica,RoboLeague Pro,2017/2018,2019-08-01,Robo Pioneers,Robo Innovators,3,2,HomeWin
Robotica,RoboLeague Pro,2017/2018,2019-07-30,Mecha Titans,Cyber Warriors,1,0,HomeWin
Robotica,RoboLeague Pro,2017/2018,2024-12-19,Robo Pioneers,Robo Innovators,2,5,AwayWin
Robotica,RoboLeague Pro,2017/2018,2024-10-14,Cyber Innovators,Cyber Warriors,0,2,AwayWin
Robotica,RoboLeague Pro,2017/2018,2023-03-27,Robo Innovators,Cyber Innovators,4,5,AwayWin
Robotica,RoboLeague Pro,2017/2018,2021-04-29,Cyber Warriors,Cyber Innovators,0,0,Draw
Robotica,RoboLeague Pro,2017/2018,2024-06-16,Tech Warriors,Cyber Warriors,1,4,AwayWin
Robotica,RoboLeague Pro,2017/2018,2015-08-27,Cyber Warriors,Cyber Innovators,0,3,AwayWin
Robotica,RoboLeague Pro,2017/2018,2021-11-04,Cyber Warriors,Tech Warriors,0,1,AwayWin
Robotica,RoboLeague Pro,2017/2018,2021-12-25,Cyber Warriors,Robo Pioneers,5,4,HomeWin
Robotica,RoboLeague Pro,2017/2018,2019-04-03,Mecha Titans,Cyber Warriors,1,0,HomeWin
Robotica,RoboLeague Pro,2017/2018,2015-07-02,Robo Pioneers,Mecha Titans,5,0,HomeWin
Robotica,RoboLeague Pro,2017/2018,2021-11-17,Tech Pioneers,Cyber Warriors,1,0,HomeWin
Robotica,RoboLeague Pro,2017/2018,2016-03-01,Robo Innovators,Tech Pioneers,2,4,AwayWin
Robotica,RoboLeague Pro,2017/2018,2017-10-03,Robo Pioneers,Mecha Titans,4,4,Draw
Robotica,RoboLeague Pro,2017/2018,2024-06-25,Cyber Warriors,Robo Innovators,0,4,AwayWin
Robotica,RoboLeague Pro,2017/2018,2024-10-25,Cyber Warriors,Robo Innovators,3,0,HomeWin
Robotica,RoboLeague Pro,2018/2019,2023-08-01,Robo Pioneers,Cyber Blasters,4,1,HomeWin
Robotica,RoboLeague Pro,2018/2019,2016-10-16,Neo Titans,Robo Pioneers,0,1,AwayWin
Robotica,RoboLeague Pro,2018/2019,2016-11-27,Tech Warriors,Robo Titans,0,1,AwayWin
Robotica,RoboLeague Pro,2018/2019,2021-07-19,Mecha Pioneers,Cyber Blasters,3,2,HomeWin
Robotica,RoboLeague Pro,2018/2019,2016-08-24,Neo Titans,Cyber Blasters,4,4,Draw
Robotica,RoboLeague Pro,2018/2019,2017-05-19,Neo Blasters,Cyber Blasters,5,0,HomeWin
Robotica,RoboLeague Pro,2018/2019,2020-07-17,Neo Blasters,Cyber Blasters,4,3,HomeWin
Robotica,RoboLeague Pro,2018/2019,2022-01-13,Robo Pioneers,Cyber Titans,5,2,HomeWin
Robotica,RoboLeague Pro,2018/2019,2018-02-28,Cyber Blasters,Neo Titans,3,2,HomeWin
Robotica,RoboLeague Pro,2018/2019,2016-11-19,Cyber Titans,Neo Titans,2,4,AwayWin
Robotica,RoboLeague Pro,2018/2019,2022-02-20,Robo Titans,Cyber Blasters,2,3,AwayWin
Robotica,RoboLeague Pro,2018/2019,2015-12-08,Neo Blasters,Robo Pioneers,0,1,AwayWin
Robotica,RoboLeague Pro,2018/2019,2020-10-10,Neo Blasters,Cyber Titans,0,2,AwayWin
Robotica,RoboLeague Pro,2018/2019,2024-02-21,Robo Titans,Cyber Blasters,1,0,HomeWin
Robotica,RoboLeague Pro,2018/2019,2021-12-21,Robo Pioneers,Neo Innovators,3,5,AwayWin
Robotica,RoboLeague Pro,2018/2019,2017-03-15,Cyber Blasters,Neo Blasters,3,5,AwayWin
Robotica,RoboLeague Pro,2018/2019,2022-03-07,Robo Titans,Mecha Pioneers,5,4,HomeWin
Robotica,RoboLeague Pro,2018/2019,2022-05-13,Robo Titans,Robo Pioneers,5,5,Draw
Robotica,RoboLeague Pro,2018/2019,2017-09-20,Mecha Pioneers,Robo Titans,2,1,HomeWin
Robotica,RoboLeague Pro,2018/2019,2024-09-04,Neo Blasters,Mecha Pioneers,2,0,HomeWin
Robotica,RoboLeague Pro,2019/2020,2022-06-29,Neo Blasters,Tech Pioneers,2,4,AwayWin
Robotica,RoboLeague Pro,2019/2020,2020-01-29,Tech Pioneers,Cyber Blasters,5,5,Draw
Robotica,RoboLeague Pro,2019/2020,2015-11-09,Cyber Pioneers,Robo Warriors,3,3,Draw
Robotica,RoboLeague Pro,2019/2020,2023-11-27,Tech Innovators,Neo Blasters,4,2,HomeWin
Robotica,RoboLeague Pro,2019/2020,2019-02-06,Neo Titans,Neo Blasters,3,0,HomeWin
Robotica,RoboLeague Pro,2019/2020,2019-04-10,Cyber Blasters,Neo Titans,4,4,Draw
Robotica,RoboLeague Pro,2019/2020,2021-09-16,Robo Innovators,Neo Titans,5,3,HomeWin
Robotica,RoboLeague Pro,2019/2020,2024-04-12,Neo Titans,Cyber Blasters,0,0,Draw
Robotica,RoboLeague Pro,2019/2020,2017-07-12,Neo Titans,Tech Innovators,3,0,HomeWin
Robotica,RoboLeague Pro,2019/2020,2019-04-28,Neo Titans,Robo Innovators,1,5,AwayWin
Robotica,RoboLeague Pro,2019/2020,2017-01-17,Cyber Blasters,Neo Titans,4,3,HomeWin
Robotica,RoboLeague Pro,2019/2020,2018-03-23,Tech Innovators,Neo Titans,5,2,HomeWin
Robotica,RoboLeague Pro,2019/2020,2021-04-18,Cyber Blasters,Robo Warriors,0,2,AwayWin
Robotica,RoboLeague Pro,2019/2020,2024-04-08,Neo Blasters,Cyber Blasters,4,2,HomeWin
Robotica,RoboLeague Pro,2019/2020,2016-04-02,Robo Warriors,Neo Titans,2,2,Draw
Robotica,RoboLeague Pro,2019/2020,2022-02-11,Cyber Pioneers,Robo Innovators,0,4,AwayWin
Robotica,RoboLeague Pro,2019/2020,2018-02-27,Cyber Blasters,Cyber Pioneers,4,0,HomeWin
Robotica,RoboLeague Pro,2019/2020,2019-04-24,Cyber Blasters,Robo Warriors,4,2,HomeWin
Robotica,RoboLeague Pro,2019/2020,2020-12-20,Cyber Blasters,Robo Warriors,2,4,AwayWin
Robotica,RoboLeague Pro,2019/2020,2021-04-26,Neo Blasters,Cyber Pioneers,5,5,Draw
Robotica,RoboLeague Pro,2020/2021,2019-12-02,Neo Titans,Cyber Pioneers,2,2,Draw
Robotica,RoboLeague Pro,2020/2021,2018-04-14,Neo Titans,Tech Pioneers,4,1,HomeWin
Robotica,RoboLeague Pro,2020/2021,2015-06-19,Tech Pioneers,Robo Titans,3,3,Draw
Robotica,RoboLeague Pro,2020/2021,2022-02-27,Mecha Pioneers,Neo Titans,5,2,HomeWin
Robotica,RoboLeague Pro,2020/2021,2023-11-23,Tech Pioneers,Cyber Pioneers,0,4,AwayWin
Robotica,RoboLeague Pro,2020/2021,2020-07-24,Cyber Pioneers,Neo Warriors,5,5,Draw
Robotica,RoboLeague Pro,2020/2021,2016-07-24,Robo Titans,Neo Titans,2,1,HomeWin
Robotica,RoboLeague Pro,2020/2021,2016-03-25,Robo Titans,Neo Warriors,3,5,AwayWin
Robotica,RoboLeague Pro,2020/2021,2022-11-13,Tech Pioneers,Robo Titans,3,0,HomeWin
Robotica,RoboLeague Pro,2020/2021,2024-11-01,Neo Warriors,Neo Titans,3,3,Draw
Robotica,RoboLeague Pro,2020/2021,2021-04-11,Mecha Pioneers,Cyber Pioneers,0,3,AwayWin
Robotica,RoboLeague Pro,2020/2021,2019-03-18,Tech Pioneers,Neo Titans,4,5,AwayWin
Robotica,RoboLeague Pro,2020/2021,2017-03-09,Neo Warriors,Mecha Pioneers,3,4,AwayWin
Robotica,RoboLeague Pro,2020/2021,2019-03-14,Tech Pioneers,Robo Pioneers,3,0,HomeWin
Robotica,RoboLeague Pro,2020/2021,2017-01-07,Cyber Pioneers,Robo Pioneers,2,2,Draw
Robotica,RoboLeague Pro,2020/2021,2021-12-23,Mecha Pioneers,Cyber Pioneers,5,2,HomeWin
Robotica,RoboLeague Pro,2020/2021,2021-01-14,Neo Titans,Mecha Pioneers,1,0,HomeWin
Robotica,RoboLeague Pro,2020/2021,2018-05-28,Neo Titans,Tech Pioneers,5,1,HomeWin
Robotica,RoboLeague Pro,2020/2021,2015-09-12,Tech Pioneers,Cyber Pioneers,4,1,HomeWin
Robotica,RoboLeague Pro,2020/2021,2018-01-03,Robo Pioneers,Neo Warriors,1,3,AwayWin
Robotica,RoboLeague Pro,2021/2022,2021-12-10,Robo Pioneers,Neo Innovators,5,0,HomeWin
Robotica,RoboLeague Pro,2021/2022,2019-11-03,Mecha Warriors,Robo Pioneers,4,1,HomeWin
Robotica,RoboLeague Pro,2021/2022,2019-05-25,Neo Warriors,Cyber Innovators,4,0,HomeWin
Robotica,RoboLeague Pro,2021/2022,2017-08-29,Cyber Warriors,Tech Warriors,5,2,HomeWin
Robotica,RoboLeague Pro,2021/2022,2023-05-12,Neo Innovators,Robo Pioneers,5,0,HomeWin
Robotica,RoboLeague Pro,2021/2022,2020-11-18,Neo Innovators,Mecha Warriors,3,4,AwayWin
Robotica,RoboLeague Pro,2021/2022,2020-11-13,Cyber Warriors,Robo Titans,0,2,AwayWin
Robotica,RoboLeague Pro,2021/2022,2021-05-22,Robo Titans,Cyber Warriors,0,5,AwayWin
Robotica,RoboLeague Pro,2021/2022,2019-06-14,Neo Innovators,Cyber Innovators,3,5,AwayWin
Robotica,RoboLeague Pro,2021/2022,2023-02-14,Tech Blasters,Robo Titans,5,0,HomeWin
Robotica,RoboLeague Pro,2021/2022,2024-03-09,Mecha Warriors,Neo Warriors,5,4,HomeWin
Robotica,RoboLeague Pro,2021/2022,2015-06-25,Tech Warriors,Mecha Warriors,4,1,HomeWin
Robotica,RoboLeague Pro,2021/2022,2019-09-06,Tech Warriors,Cyber Warriors,5,2,HomeWin
Robotica,RoboLeague Pro,2021/2022,2016-09-03,Tech Innovators,Tech Blasters,2,3,AwayWin
Robotica,RoboLeague Pro,2021/2022,2020-08-26,Tech Innovators,Mecha Warriors,0,2,AwayWin
Robotica,RoboLeague Pro,2021/2022,2023-05-06,Tech Warriors,Mecha Warriors,1,4,AwayWin
Robotica,RoboLeague Pro,2021/2022,2015-06-16,Robo Titans,Neo Innovators,0,4,AwayWin
Robotica,RoboLeague Pro,2021/2022,2021-05-28,Tech Warriors,Cyber Warriors,2,5,AwayWin
Robotica,RoboLeague Pro,2021/2022,2016-06-17,Robo Titans,Robo Pioneers,2,5,AwayWin
Robotica,RoboLeague Pro,2021/2022,2021-08-27,Cyber Warriors,Mecha Warriors,5,2,HomeWin
Robotica,RoboLeague Pro,2022/2023,2024-12-23,Tech Innovators,Cyber Innovators,5,4,HomeWin
Robotica,RoboLeague Pro,2022/2023,2022-11-08,Robo Innovators,Mecha Innovators,3,4,AwayWin
Robotica,RoboLeague Pro,2022/2023,2019-02-05,Robo Innovators,Cyber Pioneers,3,4,AwayWin
Robotica,RoboLeague Pro,2022/2023,2017-03-08,Cyber Innovators,Mecha Titans,3,0,HomeWin
Robotica,RoboLeague Pro,2022/2023,2024-03-09,Tech Titans,Mecha Titans,0,2,AwayWin
Robotica,RoboLeague Pro,2022/2023,2023-05-20,Tech Titans,Mecha Titans,0,3,AwayWin
Robotica,RoboLeague Pro,2022/2023,2018-06-20,Tech Innovators,Cyber Innovators,3,4,AwayWin
Robotica,RoboLeague Pro,2022/2023,2021-06-17,Cyber Pioneers,Cyber Innovators,2,1,HomeWin
Robotica,RoboLeague Pro,2022/2023,2022-02-26,Tech Titans,Robo Pioneers,5,4,HomeWin
Robotica,RoboLeague Pro,2022/2023,2023-07-18,Tech Innovators,Mecha Pioneers,0,4,AwayWin
Robotica,RoboLeague Pro,2022/2023,2024-01-26,Mecha Innovators,Robo Innovators,1,3,AwayWin
Robotica,RoboLeague Pro,2022/2023,2019-10-21,Mecha Titans,Cyber Innovators,4,1,HomeWin
Robotica,RoboLeague Pro,2022/2023,2015-11-14,Robo Innovators,Tech Titans,4,3,HomeWin
Robotica,RoboLeague Pro,2022/2023,2023-10-20,Mecha Titans,Tech Titans,0,3,AwayWin
Robotica,RoboLeague Pro,2022/2023,2019-07-05,Cyber Innovators,Robo Innovators,4,1,HomeWin
Robotica,RoboLeague Pro,2022/2023,2021-03-14,Cyber Pioneers,Robo Innovators,0,2,AwayWin
Robotica,RoboLeague Pro,2022/2023,2016-09-20,Robo Pioneers,Mecha Titans,1,2,AwayWin
Robotica,RoboLeague Pro,2022/2023,2020-06-25,Cyber Pioneers,Tech Titans,2,1,HomeWin
Robotica,RoboLeague Pro,2022/2023,2016-04-09,Mecha Pioneers,Mecha Innovators,3,2,HomeWin
Robotica,RoboLeague Pro,2022/2023,2016-07-16,Cyber Pioneers,Robo Innovators,3,4,AwayWin
Robotica,RoboLeague Pro,2023/2024,2018-01-10,Tech Warriors,Robo Titans,4,3,HomeWin
Robotica,RoboLeague Pro,2023/2024,2019-08-04,Tech Blasters,Cyber Innovators,5,1,HomeWin
Robotica,RoboLeague Pro,2023/2024,2024-09-04,Robo Pioneers,Tech Blasters,0,5,AwayWin
Robotica,RoboLeague Pro,2023/2024,2015-09-20,Tech Warriors,Tech Blasters,1,0,HomeWin
Robotica,RoboLeague Pro,2023/2024,2019-04-20,Tech Warriors,Cyber Innovators,3,2,HomeWin
Robotica,RoboLeague Pro,2023/2024,2019-01-16,Cyber Blasters,Cyber Pioneers,1,1,Draw
Robotica,RoboLeague Pro,2023/2024,2019-03-09,Cyber Pioneers,Cyber Innovators,4,1,HomeWin
Robotica,RoboLeague Pro,2023/2024,2023-04-05,Cyber Blasters,Robo Titans,0,4,AwayWin
Robotica,RoboLeague Pro,2023/2024,2015-06-19,Tech Warriors,Tech Blasters,2,5,AwayWin
Robotica,RoboLeague Pro,2023/2024,2021-04-28,Cyber Blasters,Tech Blasters,1,2,AwayWin
Robotica,RoboLeague Pro,2023/2024,2020-08-09,Tech Warriors,Tech Blasters,5,4,HomeWin
Robotica,RoboLeague Pro,2023/2024,2020-12-04,Cyber Innovators,Robo Innovators,3,0,HomeWin
Robotica,RoboLeague Pro,2023/2024,2024-12-01,Cyber Blasters,Robo Innovators,0,3,AwayWin
Robotica,RoboLeague Pro,2023/2024,2018-02-18,Robo Pioneers,Tech Warriors,1,3,AwayWin
Robotica,RoboLeague Pro,2023/2024,2016-07-21,Tech Warriors,Robo Innovators,2,2,Draw
Robotica,RoboLeague Pro,2023/2024,2021-04-26,Robo Pioneers,Robo Innovators,0,0,Draw
Robotica,RoboLeague Pro,2023/2024,2020-06-05,Tech Warriors,Cyber Innovators,2,1,HomeWin
Robotica,RoboLeague Pro,2023/2024,2018-03-04,Robo Innovators,Cyber Innovators,3,1,HomeWin
Robotica,RoboLeague Pro,2023/2024,2016-11-04,Cyber Blasters,Tech Warriors,5,2,HomeWin
Robotica,RoboLeague Pro,2023/2024,2016-04-16,Tech Blasters,Cyber Blasters,5,0,HomeWin
Robotica,RoboLeague Pro,2024/2025,2024-09-21,Tech Innovators,Cyber Blasters,0,4,AwayWin
Robotica,RoboLeague Pro,2024/2025,2020-10-28,Tech Innovators,Cyber Blasters,0,2,AwayWin
Robotica,RoboLeague Pro,2024/2025,2017-11-16,Tech Blasters,Mecha Titans,4,4,Draw
Robotica,RoboLeague Pro,2024/2025,2019-08-11,Mecha Titans,Neo Warriors,4,3,HomeWin
Robotica,RoboLeague Pro,2024/2025,2020-06-30,Tech Innovators,Robo Titans,4,0,HomeWin
Robotica,RoboLeague Pro,2024/2025,2020-04-25,Robo Titans,Robo Blasters,5,3,HomeWin
Robotica,RoboLeague Pro,2024/2025,2015-01-29,Cyber Blasters,Neo Warriors,3,0,HomeWin
Robotica,RoboLeague Pro,2024/2025,2018-10-29,Robo Blasters,Robo Titans,2,1,HomeWin
Robotica,RoboLeague Pro,2024/2025,2017-08-28,Cyber Blasters,Robo Blasters,2,3,AwayWin
Robotica,RoboLeague Pro,2024/2025,2021-07-14,Neo Warriors,Robo Titans,4,4,Draw
Robotica,RoboLeague Pro,2024/2025,2015-11-09,Robo Titans,Neo Warriors,2,0,HomeWin
Robotica,RoboLeague Pro,2024/2025,2016-08-03,Tech Blasters,Neo Warriors,3,2,HomeWin
Robotica,RoboLeague Pro,2024/2025,2020-10-17,Robo Blasters,Mecha Titans,1,4,AwayWin
Robotica,RoboLeague Pro,2024/2025,2020-09-13,Robo Titans,Neo Warriors,1,2,AwayWin
Robotica,RoboLeague Pro,2024/2025,2022-12-02,Robo Blasters,Robo Titans,1,1,Draw
Robotica,RoboLeague Pro,2024/2025,2019-03-26,Cyber Pioneers,Mecha Titans,1,2,AwayWin
Robotica,RoboLeague Pro,2024/2025,2017-01-05,Neo Warriors,Tech Innovators,4,2,HomeWin
Robotica,RoboLeague Pro,2024/2025,2024-10-20,Robo Titans,Mecha Titans,1,4,AwayWin
Robotica,RoboLeague Pro,2024/2025,2019-07-09,Cyber Blasters,Cyber Pioneers,3,5,AwayWin
Robotica,RoboLeague Pro,2024/2025,2017-04-11,Robo Titans,Robo Blasters,0,0,Draw
Robotica,RoboLeague Junior,2015/2016,2022-11-28,Robo Titans,Cyber Titans,2,1,HomeWin
Robotica,RoboLeague Junior,2015/2016,2019-03-13,Robo Pioneers,Neo Titans,5,1,HomeWin
Robotica,RoboLeague Junior,2015/2016,2017-02-06,Tech Pioneers,Tech Innovators,2,1,HomeWin
Robotica,RoboLeague Junior,2015/2016,2017-02-13,Cyber Pioneers,Tech Innovators,2,0,HomeWin
Robotica,RoboLeague Junior,2015/2016,2018-10-02,Tech Innovators,Cyber Pioneers,4,5,AwayWin
Robotica,RoboLeague Junior,2015/2016,2016-12-03,Cyber Pioneers,Robo Pioneers,0,4,AwayWin
Robotica,RoboLeague Junior,2015/2016,2019-07-12,Tech Innovators,Cyber Pioneers,0,3,AwayWin
Robotica,RoboLeague Junior,2015/2016,2020-12-15,Tech Pioneers,Tech Innovators,4,5,AwayWin
Robotica,RoboLeague Junior,2015/2016,2019-03-14,Cyber Warriors,Robo Pioneers,2,0,HomeWin
Robotica,RoboLeague Junior,2015/2016,2020-01-13,Tech Pioneers,Cyber Titans,4,4,Draw
Robotica,RoboLeague Junior,2015/2016,2020-06-25,Cyber Titans,Mecha Pioneers,2,1,HomeWin
Robotica,RoboLeague Junior,2015/2016,2024-05-21,Cyber Titans,Robo Titans,0,0,Draw
Robotica,RoboLeague Junior,2015/2016,2020-05-21,Cyber Titans,Robo Pioneers,5,3,HomeWin
Robotica,RoboLeague Junior,2015/2016,2021-04-10,Cyber Titans,Robo Pioneers,4,1,HomeWin
Robotica,RoboLeague Junior,2015/2016,2022-07-29,Neo Titans,Cyber Titans,2,3,AwayWin
Robotica,RoboLeague Junior,2015/2016,2024-06-03,Tech Pioneers,Tech Innovators,3,3,Draw
Robotica,RoboLeague Junior,2015/2016,2016-09-12,Robo Titans,Robo Pioneers,3,2,HomeWin
Robotica,RoboLeague Junior,2015/2016,2015-06-29,Robo Pioneers,Tech Innovators,0,3,AwayWin
Robotica,RoboLeague Junior,2015/2016,2022-09-01,Mecha Pioneers,Robo Pioneers,1,2,AwayWin
Robotica,RoboLeague Junior,2015/2016,2020-10-15,Robo Pioneers,Cyber Pioneers,3,5,AwayWin
Robotica,RoboLeague Junior,2016/2017,2023-01-17,Mecha Innovators,Robo Innovators,0,0,Draw
Robotica,RoboLeague Junior,2016/2017,2020-12-17,Tech Warriors,Tech Blasters,4,2,HomeWin
Robotica,RoboLeague Junior,2016/2017,2024-11-28,Neo Blasters,Tech Warriors,1,1,Draw
Robotica,RoboLeague Junior,2016/2017,2019-04-25,Mecha Titans,Tech Warriors,5,3,HomeWin
Robotica,RoboLeague Junior,2016/2017,2015-08-06,Neo Blasters,Robo Innovators,0,3,AwayWin
Robotica,RoboLeague Junior,2016/2017,2017-02-25,Mecha Warriors,Neo Blasters,4,5,AwayWin
Robotica,RoboLeague Junior,2016/2017,2023-09-24,Mecha Warriors,Mecha Innovators,1,1,Draw
Robotica,RoboLeague Junior,2016/2017,2018-01-19,Tech Warriors,Robo Innovators,2,1,HomeWin
Robotica,RoboLeague Junior,2016/2017,2022-02-12,Tech Blasters,Mecha Warriors,0,2,AwayWin
Robotica,RoboLeague Junior,2016/2017,2015-11-13,Mecha Warriors,Tech Warriors,0,0,Draw
Robotica,RoboLeague Junior,2016/2017,2021-10-09,Mecha Innovators,Mecha Warriors,0,1,AwayWin
Robotica,RoboLeague Junior,2016/2017,2023-04-06,Robo Innovators,Mecha Innovators,3,3,Draw
Robotica,RoboLeague Junior,2016/2017,2015-02-28,Mecha Warriors,Robo Innovators,2,3,AwayWin
Robotica,RoboLeague Junior,2016/2017,2015-09-06,Tech Warriors,Tech Blasters,5,4,HomeWin
Robotica,RoboLeague Junior,2016/2017,2020-09-03,Mecha Titans,Robo Innovators,0,0,Draw
Robotica,RoboLeague Junior,2016/2017,2017-03-04,Tech Blasters,Mecha Innovators,4,1,HomeWin
Robotica,RoboLeague Junior,2016/2017,2018-07-04,Mecha Titans,Tech Warriors,5,1,HomeWin
Robotica,RoboLeague Junior,2016/2017,2015-06-13,Tech Blasters,Mecha Titans,0,1,AwayWin
Robotica,RoboLeague Junior,2016/2017,2023-02-11,Mecha Warriors,Robo Innovators,1,1,Draw
Robotica,RoboLeague Junior,2016/2017,2015-01-18,Mecha Titans,Neo Blasters,2,1,HomeWin
Robotica,RoboLeague Junior,2017/2018,2019-03-18,Mecha Titans,Cyber Blasters,3,2,HomeWin
Robotica,RoboLeague Junior,2017/2018,2021-12-05,Robo Blasters,Tech Blasters,3,5,AwayWin
Robotica,RoboLeague Junior,2017/2018,2017-04-24,Robo Titans,Mecha Innovators,3,0,HomeWin
Robotica,RoboLeague Junior,2017/2018,2021-09-25,Mecha Innovators,Mecha Blasters,1,0,HomeWin
Robotica,RoboLeague Junior,2017/2018,2024-06-13,Mecha Innovators,Mecha Titans,3,2,HomeWin
Robotica,RoboLeague Junior,2017/2018,2016-06-15,Tech Blasters,Mecha Blasters,3,3,Draw
Robotica,RoboLeague Junior,2017/2018,2020-03-16,Mecha Blasters,Tech Blasters,5,0,HomeWin
Robotica,RoboLeague Junior,2017/2018,2017-10-23,Tech Blasters,Cyber Innovators,3,2,HomeWin
Robotica,RoboLeague Junior,2017/2018,2018-04-20,Mecha Blasters,Mecha Titans,0,2,AwayWin
Robotica,RoboLeague Junior,2017/2018,2021-09-21,Mecha Innovators,Cyber Blasters,2,5,AwayWin
Robotica,RoboLeague Junior,2017/2018,2023-09-18,Tech Warriors,Mecha Blasters,3,1,HomeWin
Robotica,RoboLeague Junior,2017/2018,2019-01-27,Robo Titans,Mecha Innovators,0,4,AwayWin
Robotica,RoboLeague Junior,2017/2018,2017-06-10,Mecha Innovators,Robo Blasters,2,4,AwayWin
Robotica,RoboLeague Junior,2017/2018,2023-08-11,Mecha Titans,Mecha Innovators,4,5,AwayWin
Robotica,RoboLeague Junior,2017/2018,2020-08-04,Mecha Innovators,Robo Titans,3,2,HomeWin
