Country,League,Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Romania,Liga I,2022/2023,2023-02-06T18:00:00+00:00,Farul Constanta,Universitatea Craiova,2,1,HomeWin
Romania,Liga I,2022/2023,2023-02-10T15:00:00+00:00,Universitatea Cluj,CS Mioveni,2,2,Draw
Romania,Liga I,2022/2023,2023-02-10T18:00:00+00:00,Rapid,U Craiova 1948,1,2,AwayWin
Romania,Liga I,2022/2023,2023-02-11T12:30:00+00:00,Uta Arad,FC Botosani,3,1,HomeWin
Romania,Liga I,2022/2023,2023-02-11T18:00:00+00:00,Universitatea Craiova,CFR 1907 Cluj,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-12T15:00:00+00:00,Arges Pitesti,Farul Constanta,0,0,Draw
Romania,Liga I,2022/2023,2023-02-12T18:00:00+00:00,FC Voluntari,FCSB,1,2,AwayWin
Romania,Liga I,2022/2023,2023-02-13T15:00:00+00:00,Sepsi OSK Sfantu Gheorghe,Chindia Targoviste,2,2,Draw
Romania,Liga I,2022/2023,2023-02-13T18:00:00+00:00,Petrolul Ploiesti,AFC Hermannstadt,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-17T15:00:00+00:00,Chindia Targoviste,Universitatea Cluj,2,2,Draw
Romania,Liga I,2022/2023,2023-02-17T18:00:00+00:00,CS Mioveni,Rapid,0,0,Draw
Romania,Liga I,2022/2023,2023-02-18T12:30:00+00:00,AFC Hermannstadt,Uta Arad,0,0,Draw
Romania,Liga I,2022/2023,2023-02-18T18:00:00+00:00,Farul Constanta,Petrolul Ploiesti,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-19T15:00:00+00:00,CFR 1907 Cluj,Arges Pitesti,3,1,HomeWin
Romania,Liga I,2022/2023,2023-02-19T18:00:00+00:00,FCSB,Universitatea Craiova,1,1,Draw
Romania,Liga I,2022/2023,2023-02-20T15:00:00+00:00,FC Botosani,Sepsi OSK Sfantu Gheorghe,1,1,Draw
Romania,Liga I,2022/2023,2023-02-20T18:00:00+00:00,U Craiova 1948,FC Voluntari,2,1,HomeWin
Romania,Liga I,2022/2023,2023-02-24T16:00:00+00:00,U Craiova 1948,CS Mioveni,2,1,HomeWin
Romania,Liga I,2022/2023,2023-02-24T18:30:00+00:00,Uta Arad,Farul Constanta,0,1,AwayWin
Romania,Liga I,2022/2023,2023-02-25T12:30:00+00:00,Sepsi OSK Sfantu Gheorghe,AFC Hermannstadt,2,1,HomeWin
Romania,Liga I,2022/2023,2023-02-25T15:00:00+00:00,Universitatea Cluj,FC Botosani,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-25T18:00:00+00:00,Rapid,Chindia Targoviste,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-26T15:45:00+00:00,FC Voluntari,Universitatea Craiova,1,0,HomeWin
Romania,Liga I,2022/2023,2023-02-26T18:30:00+00:00,Arges Pitesti,FCSB,1,2,AwayWin
Romania,Liga I,2022/2023,2023-02-27T18:00:00+00:00,Petrolul Ploiesti,CFR 1907 Cluj,2,5,AwayWin
Romania,Liga I,2022/2023,2023-02-28T14:00:00+00:00,AFC Hermannstadt,Universitatea Cluj,0,1,AwayWin
Romania,Liga I,2022/2023,2023-02-28T16:00:00+00:00,Chindia Targoviste,U Craiova 1948,0,0,Draw
Romania,Liga I,2022/2023,2023-02-28T18:30:00+00:00,Farul Constanta,Sepsi OSK Sfantu Gheorghe,2,0,HomeWin
Romania,Liga I,2022/2023,2023-03-01T14:00:00+00:00,CS Mioveni,FC Voluntari,0,3,AwayWin
Romania,Liga I,2022/2023,2023-03-01T16:00:00+00:00,Universitatea Craiova,Arges Pitesti,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-01T18:30:00+00:00,FC Botosani,Rapid,1,2,AwayWin
Romania,Liga I,2022/2023,2023-03-02T15:00:00+00:00,CFR 1907 Cluj,Uta Arad,2,1,HomeWin
Romania,Liga I,2022/2023,2023-03-02T18:00:00+00:00,FCSB,Petrolul Ploiesti,4,1,HomeWin
Romania,Liga I,2022/2023,2023-03-03T18:00:00+00:00,Universitatea Cluj,Farul Constanta,2,0,HomeWin
Romania,Liga I,2022/2023,2023-03-04T15:00:00+00:00,U Craiova 1948,FC Botosani,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-04T18:00:00+00:00,Rapid,AFC Hermannstadt,0,1,AwayWin
Romania,Liga I,2022/2023,2023-03-05T11:00:00+00:00,CS Mioveni,Chindia Targoviste,2,0,HomeWin
