Country,League,Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Romania,Liga I,2020/2021,2020-09-26T18:30:00+00:00,Viitorul Constanta,FC Astra Giurgiu,4,1,HomeWin
Romania,Liga I,2020/2021,2020-09-27T16:00:00+00:00,CFR 1907 Cluj,Chindia Targoviste,0,0,Draw
Romania,Liga I,2020/2021,2020-09-27T18:45:00+00:00,Politehnica Iasi,FCSB,5,2,HomeWin
Romania,Liga I,2020/2021,2020-09-28T15:00:00+00:00,AFC Hermannstadt,FC Botosani,2,1,HomeWin
Romania,Liga I,2020/2021,2020-09-28T18:00:00+00:00,Dinamo Bucuresti,Uta Arad,0,1,AwayWin
Romania,Liga I,2020/2021,2020-10-02T18:00:00+00:00,CS Universitatea Craiova,Politehnica Iasi,1,0,HomeWin
Romania,Liga I,2020/2021,2020-10-03T12:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Arges Pitesti,1,0,HomeWin
Romania,Liga I,2020/2021,2020-10-03T15:00:00+00:00,FC Astra Giurgiu,FC Voluntari,2,3,AwayWin
Romania,Liga I,2020/2021,2020-10-03T18:00:00+00:00,FCSB,Dinamo Bucuresti,3,2,HomeWin
Romania,Liga I,2020/2021,2020-10-04T10:30:00+00:00,FC Botosani,Chindia Targoviste,0,2,AwayWin
Romania,Liga I,2020/2021,2020-10-04T15:30:00+00:00,GAZ Metan Medias,AFC Hermannstadt,1,1,Draw
Romania,Liga I,2020/2021,2020-10-04T18:30:00+00:00,Viitorul Constanta,CFR 1907 Cluj,1,1,Draw
Romania,Liga I,2020/2021,2020-10-05T18:00:00+00:00,Uta Arad,FC Clinceni,0,0,Draw
Romania,Liga I,2020/2021,2020-10-16T18:00:00+00:00,Arges Pitesti,FC Astra Giurgiu,1,0,HomeWin
Romania,Liga I,2020/2021,2020-10-17T11:00:00+00:00,Chindia Targoviste,GAZ Metan Medias,1,0,HomeWin
Romania,Liga I,2020/2021,2020-10-17T13:30:00+00:00,Politehnica Iasi,Sepsi OSK Sfantu Gheorghe,1,4,AwayWin
Romania,Liga I,2020/2021,2020-10-17T18:30:00+00:00,CFR 1907 Cluj,FC Botosani,2,1,HomeWin
Romania,Liga I,2020/2021,2020-10-18T15:45:00+00:00,AFC Hermannstadt,Uta Arad,1,1,Draw
Romania,Liga I,2020/2021,2020-10-18T18:30:00+00:00,Dinamo Bucuresti,CS Universitatea Craiova,0,1,AwayWin
Romania,Liga I,2020/2021,2020-10-19T15:00:00+00:00,FC Voluntari,Viitorul Constanta,0,2,AwayWin
Romania,Liga I,2020/2021,2020-10-19T18:00:00+00:00,FC Clinceni,FCSB,0,2,AwayWin
Romania,Liga I,2020/2021,2020-10-23T15:00:00+00:00,GAZ Metan Medias,FC Botosani,1,2,AwayWin
Romania,Liga I,2020/2021,2020-10-23T18:00:00+00:00,CS Universitatea Craiova,FC Clinceni,0,1,AwayWin
Romania,Liga I,2020/2021,2020-10-24T11:00:00+00:00,Uta Arad,Chindia Targoviste,1,0,HomeWin
Romania,Liga I,2020/2021,2020-10-24T16:30:00+00:00,FC Astra Giurgiu,Politehnica Iasi,4,0,HomeWin
Romania,Liga I,2020/2021,2020-10-24T18:45:00+00:00,Sepsi OSK Sfantu Gheorghe,Dinamo Bucuresti,2,0,HomeWin
Romania,Liga I,2020/2021,2020-10-25T16:45:00+00:00,Viitorul Constanta,Arges Pitesti,2,2,Draw
Romania,Liga I,2020/2021,2020-10-25T19:30:00+00:00,FC Voluntari,CFR 1907 Cluj,0,1,AwayWin
Romania,Liga I,2020/2021,2020-10-26T19:00:00+00:00,FCSB,AFC Hermannstadt,5,0,HomeWin
Romania,Liga I,2020/2021,2020-10-30T16:00:00+00:00,Arges Pitesti,FC Voluntari,2,1,HomeWin
Romania,Liga I,2020/2021,2020-10-31T10:30:00+00:00,FC Clinceni,Sepsi OSK Sfantu Gheorghe,2,0,HomeWin
Romania,Liga I,2020/2021,2020-10-31T17:15:00+00:00,FC Botosani,Uta Arad,2,3,AwayWin
Romania,Liga I,2020/2021,2020-10-31T19:45:00+00:00,AFC Hermannstadt,CS Universitatea Craiova,0,1,AwayWin
Romania,Liga I,2020/2021,2020-11-01T16:00:00+00:00,Politehnica Iasi,Viitorul Constanta,1,1,Draw
Romania,Liga I,2020/2021,2020-11-01T19:00:00+00:00,CFR 1907 Cluj,GAZ Metan Medias,1,2,AwayWin
Romania,Liga I,2020/2021,2020-11-02T19:00:00+00:00,Chindia Targoviste,FCSB,0,2,AwayWin
Romania,Liga I,2020/2021,2020-11-06T15:00:00+00:00,FC Astra Giurgiu,FC Clinceni,0,2,AwayWin
Romania,Liga I,2020/2021,2020-11-06T19:30:00+00:00,CS Universitatea Craiova,Chindia Targoviste,0,1,AwayWin
Romania,Liga I,2020/2021,2020-11-07T12:30:00+00:00,FC Voluntari,Politehnica Iasi,4,0,HomeWin
Romania,Liga I,2020/2021,2020-11-07T15:00:00+00:00,Sepsi OSK Sfantu Gheorghe,AFC Hermannstadt,1,1,Draw
Romania,Liga I,2020/2021,2020-11-07T19:45:00+00:00,FCSB,FC Botosani,4,1,HomeWin
Romania,Liga I,2020/2021,2020-11-08T16:00:00+00:00,Arges Pitesti,CFR 1907 Cluj,0,2,AwayWin
Romania,Liga I,2020/2021,2020-11-08T19:00:00+00:00,Viitorul Constanta,Dinamo Bucuresti,2,1,HomeWin
Romania,Liga I,2020/2021,2020-11-09T18:30:00+00:00,Uta Arad,GAZ Metan Medias,1,3,AwayWin
Romania,Liga I,2020/2021,2020-11-14T19:00:00+00:00,Dinamo Bucuresti,FC Astra Giurgiu,1,1,Draw
Romania,Liga I,2020/2021,2020-11-20T15:30:00+00:00,Politehnica Iasi,Arges Pitesti,1,1,Draw
Romania,Liga I,2020/2021,2020-11-20T18:30:00+00:00,Dinamo Bucuresti,FC Voluntari,3,0,HomeWin
Romania,Liga I,2020/2021,2020-11-21T11:00:00+00:00,FC Clinceni,Viitorul Constanta,1,0,HomeWin
Romania,Liga I,2020/2021,2020-11-21T17:30:00+00:00,FC Botosani,CS Universitatea Craiova,0,0,Draw
Romania,Liga I,2020/2021,2020-11-22T15:00:00+00:00,AFC Hermannstadt,FC Astra Giurgiu,0,1,AwayWin
Romania,Liga I,2020/2021,2020-11-22T18:00:00+00:00,CFR 1907 Cluj,Uta Arad,0,1,AwayWin
Romania,Liga I,2020/2021,2020-11-23T16:00:00+00:00,Chindia Targoviste,Sepsi OSK Sfantu Gheorghe,1,2,AwayWin
Romania,Liga I,2020/2021,2020-11-23T19:00:00+00:00,GAZ Metan Medias,FCSB,2,3,AwayWin
Romania,Liga I,2020/2021,2020-12-04T15:15:00+00:00,FC Voluntari,FC Clinceni,3,3,Draw
Romania,Liga I,2020/2021,2020-12-04T18:30:00+00:00,Arges Pitesti,Dinamo Bucuresti,0,1,AwayWin
Romania,Liga I,2020/2021,2020-12-05T12:30:00+00:00,Sepsi OSK Sfantu Gheorghe,FC Botosani,2,2,Draw
Romania,Liga I,2020/2021,2020-12-05T19:30:00+00:00,FCSB,Uta Arad,3,0,HomeWin
Romania,Liga I,2020/2021,2020-12-06T16:30:00+00:00,Politehnica Iasi,CFR 1907 Cluj,0,2,AwayWin
Romania,Liga I,2020/2021,2020-12-07T14:45:00+00:00,FC Astra Giurgiu,Chindia Targoviste,0,0,Draw
Romania,Liga I,2020/2021,2020-12-07T17:00:00+00:00,CS Universitatea Craiova,GAZ Metan Medias,3,1,HomeWin
Romania,Liga I,2020/2021,2020-12-11T16:00:00+00:00,FC Botosani,FC Astra Giurgiu,1,1,Draw
Romania,Liga I,2020/2021,2020-12-11T18:30:00+00:00,Dinamo Bucuresti,Politehnica Iasi,4,1,HomeWin
Romania,Liga I,2020/2021,2020-12-12T15:00:00+00:00,GAZ Metan Medias,Sepsi OSK Sfantu Gheorghe,0,3,AwayWin
Romania,Liga I,2020/2021,2020-12-12T17:30:00+00:00,Chindia Targoviste,Viitorul Constanta,1,1,Draw
Romania,Liga I,2020/2021,2020-12-13T09:30:00+00:00,FC Clinceni,Arges Pitesti,1,0,HomeWin
Romania,Liga I,2020/2021,2020-12-13T16:15:00+00:00,AFC Hermannstadt,FC Voluntari,3,2,HomeWin
Romania,Liga I,2020/2021,2020-12-13T19:00:00+00:00,CFR 1907 Cluj,FCSB,2,0,HomeWin
Romania,Liga I,2020/2021,2020-12-14T17:00:00+00:00,Uta Arad,CS Universitatea Craiova,1,2,AwayWin
Romania,Liga I,2020/2021,2020-12-15T16:45:00+00:00,FC Astra Giurgiu,GAZ Metan Medias,3,0,HomeWin
Romania,Liga I,2020/2021,2020-12-15T19:00:00+00:00,Viitorul Constanta,FC Botosani,1,2,AwayWin
Romania,Liga I,2020/2021,2020-12-16T13:00:00+00:00,Politehnica Iasi,FC Clinceni,0,0,Draw
Romania,Liga I,2020/2021,2020-12-16T15:00:00+00:00,Arges Pitesti,AFC Hermannstadt,2,2,Draw
Romania,Liga I,2020/2021,2020-12-16T17:30:00+00:00,FC Voluntari,Chindia Targoviste,0,2,AwayWin
Romania,Liga I,2020/2021,2020-12-17T15:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Uta Arad,3,0,HomeWin
Romania,Liga I,2020/2021,2020-12-17T18:30:00+00:00,Dinamo Bucuresti,CFR 1907 Cluj,0,2,AwayWin
Romania,Liga I,2020/2021,2020-12-18T18:30:00+00:00,CS Universitatea Craiova,FCSB,0,2,AwayWin
Romania,Liga I,2020/2021,2020-12-19T13:00:00+00:00,Chindia Targoviste,Arges Pitesti,2,2,Draw
Romania,Liga I,2020/2021,2020-12-19T18:30:00+00:00,GAZ Metan Medias,Viitorul Constanta,1,0,HomeWin
Romania,Liga I,2020/2021,2020-12-20T12:00:00+00:00,AFC Hermannstadt,Politehnica Iasi,0,1,AwayWin
Romania,Liga I,2020/2021,2020-12-20T14:30:00+00:00,FC Botosani,FC Voluntari,1,1,Draw
Romania,Liga I,2020/2021,2020-12-20T19:00:00+00:00,FC Clinceni,Dinamo Bucuresti,1,1,Draw
Romania,Liga I,2020/2021,2020-12-21T15:30:00+00:00,Uta Arad,FC Astra Giurgiu,0,6,AwayWin
Romania,Liga I,2020/2021,2020-12-21T18:30:00+00:00,FCSB,Sepsi OSK Sfantu Gheorghe,1,1,Draw
Romania,Liga I,2020/2021,2020-12-22T19:00:00+00:00,CFR 1907 Cluj,CS Universitatea Craiova,0,0,Draw
Romania,Liga I,2020/2021,2021-01-10T17:00:00+00:00,Viitorul Constanta,AFC Hermannstadt,2,1,HomeWin
Romania,Liga I,2020/2021,2021-01-12T15:00:00+00:00,GAZ Metan Medias,FC Voluntari,2,0,HomeWin
Romania,Liga I,2020/2021,2021-01-12T17:45:00+00:00,CS Universitatea Craiova,Sepsi OSK Sfantu Gheorghe,0,0,Draw
Romania,Liga I,2020/2021,2021-01-13T15:00:00+00:00,Chindia Targoviste,Politehnica Iasi,1,1,Draw
Romania,Liga I,2020/2021,2021-01-13T17:00:00+00:00,AFC Hermannstadt,Dinamo Bucuresti,0,2,AwayWin
Romania,Liga I,2020/2021,2021-01-14T15:00:00+00:00,FC Botosani,Arges Pitesti,0,1,AwayWin
Romania,Liga I,2020/2021,2021-01-14T18:00:00+00:00,CFR 1907 Cluj,FC Clinceni,3,1,HomeWin
Romania,Liga I,2020/2021,2021-01-15T15:00:00+00:00,Uta Arad,Viitorul Constanta,0,0,Draw
Romania,Liga I,2020/2021,2021-01-15T18:00:00+00:00,FCSB,FC Astra Giurgiu,3,0,HomeWin
Romania,Liga I,2020/2021,2021-01-16T18:00:00+00:00,Dinamo Bucuresti,Chindia Targoviste,0,1,AwayWin
Romania,Liga I,2020/2021,2021-01-17T12:30:00+00:00,Arges Pitesti,GAZ Metan Medias,1,1,Draw
Romania,Liga I,2020/2021,2021-01-17T14:45:00+00:00,Sepsi OSK Sfantu Gheorghe,CFR 1907 Cluj,0,1,AwayWin
Romania,Liga I,2020/2021,2021-01-17T17:00:00+00:00,FC Clinceni,AFC Hermannstadt,0,0,Draw
Romania,Liga I,2020/2021,2021-01-18T15:00:00+00:00,Politehnica Iasi,FC Botosani,0,1,AwayWin
Romania,Liga I,2020/2021,2021-01-18T18:00:00+00:00,FC Astra Giurgiu,CS Universitatea Craiova,1,1,Draw
Romania,Liga I,2020/2021,2021-01-19T15:00:00+00:00,FC Voluntari,Uta Arad,0,1,AwayWin
Romania,Liga I,2020/2021,2021-01-19T18:00:00+00:00,Viitorul Constanta,FCSB,2,2,Draw
Romania,Liga I,2020/2021,2021-01-22T15:00:00+00:00,Chindia Targoviste,FC Clinceni,2,1,HomeWin
Romania,Liga I,2020/2021,2021-01-22T18:00:00+00:00,FCSB,FC Voluntari,2,1,HomeWin
Romania,Liga I,2020/2021,2021-01-23T10:30:00+00:00,Sepsi OSK Sfantu Gheorghe,FC Astra Giurgiu,4,1,HomeWin
Romania,Liga I,2020/2021,2021-01-23T14:30:00+00:00,Uta Arad,Arges Pitesti,1,2,AwayWin
Romania,Liga I,2020/2021,2021-01-23T19:00:00+00:00,CS Universitatea Craiova,Viitorul Constanta,1,1,Draw
Romania,Liga I,2020/2021,2021-01-24T16:00:00+00:00,GAZ Metan Medias,Politehnica Iasi,2,1,HomeWin
Romania,Liga I,2020/2021,2021-01-24T18:00:00+00:00,FC Botosani,Dinamo Bucuresti,4,0,HomeWin
Romania,Liga I,2020/2021,2021-01-25T18:30:00+00:00,AFC Hermannstadt,CFR 1907 Cluj,1,3,AwayWin
Romania,Liga I,2020/2021,2021-01-26T13:30:00+00:00,Viitorul Constanta,Sepsi OSK Sfantu Gheorghe,3,3,Draw
Romania,Liga I,2020/2021,2021-01-26T15:30:00+00:00,FC Voluntari,CS Universitatea Craiova,1,1,Draw
Romania,Liga I,2020/2021,2021-01-26T17:45:00+00:00,Arges Pitesti,FCSB,0,0,Draw
Romania,Liga I,2020/2021,2021-01-27T12:30:00+00:00,FC Clinceni,FC Botosani,2,1,HomeWin
Romania,Liga I,2020/2021,2021-01-27T15:30:00+00:00,Politehnica Iasi,Uta Arad,1,2,AwayWin
Romania,Liga I,2020/2021,2021-01-27T18:00:00+00:00,Dinamo Bucuresti,GAZ Metan Medias,2,1,HomeWin
Romania,Liga I,2020/2021,2021-01-28T15:00:00+00:00,AFC Hermannstadt,Chindia Targoviste,1,1,Draw
Romania,Liga I,2020/2021,2021-01-28T18:00:00+00:00,CFR 1907 Cluj,FC Astra Giurgiu,1,1,Draw
Romania,Liga I,2020/2021,2021-01-29T18:00:00+00:00,CS Universitatea Craiova,Arges Pitesti,1,1,Draw
Romania,Liga I,2020/2021,2021-01-30T10:15:00+00:00,GAZ Metan Medias,FC Clinceni,1,1,Draw
Romania,Liga I,2020/2021,2021-01-30T12:15:00+00:00,Sepsi OSK Sfantu Gheorghe,FC Voluntari,2,2,Draw
Romania,Liga I,2020/2021,2021-01-30T18:15:00+00:00,FCSB,Politehnica Iasi,3,1,HomeWin
Romania,Liga I,2020/2021,2021-01-31T10:00:00+00:00,FC Botosani,AFC Hermannstadt,1,0,HomeWin
Romania,Liga I,2020/2021,2021-01-31T12:00:00+00:00,FC Astra Giurgiu,Viitorul Constanta,1,1,Draw
Romania,Liga I,2020/2021,2021-01-31T18:45:00+00:00,Uta Arad,Dinamo Bucuresti,0,1,AwayWin
Romania,Liga I,2020/2021,2021-02-01T18:00:00+00:00,Chindia Targoviste,CFR 1907 Cluj,0,1,AwayWin
Romania,Liga I,2020/2021,2021-02-02T18:00:00+00:00,Politehnica Iasi,CS Universitatea Craiova,0,3,AwayWin
Romania,Liga I,2020/2021,2021-02-03T13:00:00+00:00,AFC Hermannstadt,GAZ Metan Medias,1,1,Draw
Romania,Liga I,2020/2021,2021-02-03T15:30:00+00:00,FC Voluntari,FC Astra Giurgiu,1,3,AwayWin
Romania,Liga I,2020/2021,2021-02-03T18:45:00+00:00,Dinamo Bucuresti,FCSB,0,1,AwayWin
Romania,Liga I,2020/2021,2021-02-04T11:30:00+00:00,FC Clinceni,Uta Arad,0,3,AwayWin
Romania,Liga I,2020/2021,2021-02-04T15:30:00+00:00,Chindia Targoviste,FC Botosani,2,3,AwayWin
Romania,Liga I,2020/2021,2021-02-04T18:00:00+00:00,CFR 1907 Cluj,Viitorul Constanta,2,1,HomeWin
Romania,Liga I,2020/2021,2021-02-05T18:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Politehnica Iasi,3,3,Draw
Romania,Liga I,2020/2021,2021-02-06T12:00:00+00:00,FC Astra Giurgiu,Arges Pitesti,0,2,AwayWin
Romania,Liga I,2020/2021,2021-02-06T19:00:00+00:00,CS Universitatea Craiova,Dinamo Bucuresti,1,0,HomeWin
Romania,Liga I,2020/2021,2021-02-07T11:30:00+00:00,Uta Arad,AFC Hermannstadt,1,1,Draw
Romania,Liga I,2020/2021,2021-02-07T16:00:00+00:00,GAZ Metan Medias,Chindia Targoviste,1,0,HomeWin
Romania,Liga I,2020/2021,2021-02-07T18:30:00+00:00,FCSB,FC Clinceni,0,1,AwayWin
Romania,Liga I,2020/2021,2021-02-08T15:30:00+00:00,Viitorul Constanta,FC Voluntari,0,1,AwayWin
Romania,Liga I,2020/2021,2021-02-08T18:30:00+00:00,FC Botosani,CFR 1907 Cluj,2,1,HomeWin
Romania,Liga I,2020/2021,2021-02-12T18:00:00+00:00,Arges Pitesti,Viitorul Constanta,1,0,HomeWin
Romania,Liga I,2020/2021,2021-02-13T12:30:00+00:00,Chindia Targoviste,Uta Arad,1,1,Draw
Romania,Liga I,2020/2021,2021-02-13T19:00:00+00:00,Dinamo Bucuresti,Sepsi OSK Sfantu Gheorghe,0,0,Draw
Romania,Liga I,2020/2021,2021-02-14T10:15:00+00:00,Politehnica Iasi,FC Astra Giurgiu,2,3,AwayWin
Romania,Liga I,2020/2021,2021-02-14T12:30:00+00:00,FC Clinceni,CS Universitatea Craiova,0,0,Draw
Romania,Liga I,2020/2021,2021-02-14T17:45:00+00:00,AFC Hermannstadt,FCSB,1,0,HomeWin
Romania,Liga I,2020/2021,2021-02-15T15:30:00+00:00,FC Botosani,GAZ Metan Medias,2,1,HomeWin
Romania,Liga I,2020/2021,2021-02-15T18:30:00+00:00,CFR 1907 Cluj,FC Voluntari,0,0,Draw
Romania,Liga I,2020/2021,2021-02-16T17:00:00+00:00,Arges Pitesti,Sepsi OSK Sfantu Gheorghe,1,1,Draw
Romania,Liga I,2020/2021,2021-02-19T15:30:00+00:00,FC Voluntari,Arges Pitesti,0,1,AwayWin
Romania,Liga I,2020/2021,2021-02-19T18:30:00+00:00,CS Universitatea Craiova,AFC Hermannstadt,1,0,HomeWin
Romania,Liga I,2020/2021,2021-02-20T15:00:00+00:00,Sepsi OSK Sfantu Gheorghe,FC Clinceni,0,0,Draw
Romania,Liga I,2020/2021,2021-02-20T18:00:00+00:00,FCSB,Chindia Targoviste,1,0,HomeWin
Romania,Liga I,2020/2021,2021-02-21T16:00:00+00:00,GAZ Metan Medias,CFR 1907 Cluj,0,1,AwayWin
Romania,Liga I,2020/2021,2021-02-21T18:30:00+00:00,FC Astra Giurgiu,Dinamo Bucuresti,2,0,HomeWin
Romania,Liga I,2020/2021,2021-02-22T15:30:00+00:00,Uta Arad,FC Botosani,0,0,Draw
Romania,Liga I,2020/2021,2021-02-26T18:30:00+00:00,Dinamo Bucuresti,Viitorul Constanta,0,5,AwayWin
Romania,Liga I,2020/2021,2021-02-27T10:30:00+00:00,GAZ Metan Medias,Uta Arad,1,2,AwayWin
Romania,Liga I,2020/2021,2021-02-27T13:00:00+00:00,FC Clinceni,FC Astra Giurgiu,1,1,Draw
Romania,Liga I,2020/2021,2021-02-27T18:00:00+00:00,Chindia Targoviste,CS Universitatea Craiova,1,0,HomeWin
Romania,Liga I,2020/2021,2021-02-28T16:00:00+00:00,AFC Hermannstadt,Sepsi OSK Sfantu Gheorghe,1,2,AwayWin
Romania,Liga I,2020/2021,2021-02-28T18:30:00+00:00,FC Botosani,FCSB,0,2,AwayWin
Romania,Liga I,2020/2021,2021-03-01T15:30:00+00:00,Politehnica Iasi,FC Voluntari,0,2,AwayWin
Romania,Liga I,2020/2021,2021-03-01T18:30:00+00:00,CFR 1907 Cluj,Arges Pitesti,5,0,HomeWin
Romania,Liga I,2020/2021,2021-03-05T15:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Chindia Targoviste,0,1,AwayWin
Romania,Liga I,2020/2021,2021-03-05T18:30:00+00:00,Viitorul Constanta,FC Clinceni,1,1,Draw
Romania,Liga I,2020/2021,2021-03-06T12:30:00+00:00,CS Universitatea Craiova,FC Botosani,1,0,HomeWin
Romania,Liga I,2020/2021,2021-03-06T19:30:00+00:00,Uta Arad,CFR 1907 Cluj,0,1,AwayWin
Romania,Liga I,2020/2021,2021-03-07T13:00:00+00:00,FC Astra Giurgiu,AFC Hermannstadt,2,1,HomeWin
Romania,Liga I,2020/2021,2021-03-07T18:30:00+00:00,FCSB,GAZ Metan Medias,1,0,HomeWin
Romania,Liga I,2020/2021,2021-03-08T15:30:00+00:00,Arges Pitesti,Politehnica Iasi,2,1,HomeWin
Romania,Liga I,2020/2021,2021-03-08T18:30:00+00:00,FC Voluntari,Dinamo Bucuresti,1,1,Draw
Romania,Liga I,2020/2021,2021-03-12T18:30:00+00:00,GAZ Metan Medias,CS Universitatea Craiova,0,2,AwayWin
Romania,Liga I,2020/2021,2021-03-13T10:00:00+00:00,FC Clinceni,FC Voluntari,0,1,AwayWin
Romania,Liga I,2020/2021,2021-03-13T12:30:00+00:00,AFC Hermannstadt,Viitorul Constanta,0,0,Draw
Romania,Liga I,2020/2021,2021-03-13T18:00:00+00:00,Uta Arad,FCSB,0,1,AwayWin
Romania,Liga I,2020/2021,2021-03-14T16:45:00+00:00,Chindia Targoviste,FC Astra Giurgiu,0,1,AwayWin
Romania,Liga I,2020/2021,2021-03-14T18:45:00+00:00,CFR 1907 Cluj,Politehnica Iasi,4,0,HomeWin
Romania,Liga I,2020/2021,2021-03-15T15:30:00+00:00,FC Botosani,Sepsi OSK Sfantu Gheorghe,1,2,AwayWin
Romania,Liga I,2020/2021,2021-03-15T18:30:00+00:00,Dinamo Bucuresti,Arges Pitesti,1,2,AwayWin
Romania,Liga I,2020/2021,2021-03-16T17:00:00+00:00,CS Universitatea Craiova,Uta Arad,2,0,HomeWin
Romania,Liga I,2020/2021,2021-03-17T15:30:00+00:00,Viitorul Constanta,Chindia Targoviste,0,0,Draw
Romania,Liga I,2020/2021,2021-03-18T15:00:00+00:00,FC Astra Giurgiu,FC Botosani,1,1,Draw
Romania,Liga I,2020/2021,2021-03-19T15:30:00+00:00,FC Voluntari,AFC Hermannstadt,1,0,HomeWin
Romania,Liga I,2020/2021,2021-03-19T18:30:00+00:00,FCSB,CFR 1907 Cluj,3,0,HomeWin
Romania,Liga I,2020/2021,2021-03-20T17:15:00+00:00,Arges Pitesti,FC Clinceni,1,1,Draw
